PositionX;PositionY;PositionZ;Mass;VelocityX;VelocityY;VelocityZ;Size;AccelerationX;AccelerationY;AccelerationZ;Force;ColorR;ColorG;ColorB;Movable
-4.26879;54.1858;6.38661;12.2582;-35.5385;-5.02732e-09;-23.7538;0.82255;3.03204;-39.2759;-5.28941;55.2772;1;1;1;1
195.704;-84.9583;-30.0399;11.8891;3.26862;2.66365e-10;21.2944;1.32482;-4.4074;2.08098;0.638552;6.1923;1;1;1;1
188.796;67.5524;-144.525;6.87713;12.2264;-1.52298e-10;15.9715;1.84404;-3.35138;-1.18983;2.17174;5.2677;1;1;1;1
44.8029;-122.613;145.875;11.2342;-21.6056;5.3678e-10;6.63576;1.37385;-1.55577;4.1936;-3.92766;8.58025;1;1;1;1
3.3553;19.5824;8.16036;8.55605;-63.1075;-2.59131e-08;25.948;1.27639;-34.5475;-202.446;-80.8362;249.528;1;1;1;1
53.246;-66.5542;214.321;14.0942;-20.2079;2.80389e-10;5.02044;1.58013;-1.70075;2.19054;-4.28626;7.73547;1;1;1;1
-36.9864;-31.6092;76.9949;13.1737;-29.8679;9.85258e-10;-14.3478;1.42242;8.75323;7.69733;-13.6768;27.366;1;1;1;1
25.3857;-97.7565;12.1424;9.48622;-13.5289;1.64457e-09;28.2843;1.0231;-5.3475;12.8482;-1.29913;21.8757;1;1;1;1
-34.2097;-120.822;-56.2395;12.248;23.0327;1.11083e-09;-14.0104;1.42421;2.39479;8.67835;3.23536;13.1426;1;1;1;1
20.8654;-13.7572;-68.7673;3.05864;35.3765;3.8702e-10;10.734;1.60279;-13.183;3.02359;19.6288;49.1408;1;1;1;1
5.38824;23.3043;65.0929;2.00943;-37.8442;-1.73595e-09;3.13265;0.697165;-2.90194;-13.5621;-24.5789;44.9523;1;1;1;1
76.3571;142.526;166.953;3.74322;-18.8635;-4.04631e-10;8.62735;1.44668;-1.86413;-3.16118;-2.9214;6.41669;1;1;1;1
15.4584;-149.589;29.6436;10.8186;-22.6478;1.02453e-09;11.8102;1.58063;-0.779706;8.00413;-1.31129;11.0212;1;1;1;1
90.1072;-23.5643;-229.573;8.40338;18.7018;1.03921e-10;7.34045;0.839488;-2.29899;0.811884;3.84466;6.49794;1;1;1;1
-1.68116;2.83309;-31.5267;2.54089;56.0874;-2.49032e-09;-2.99085;0.907285;13.6047;-19.4556;105.553;169.076;1;1;1;1
0.301752;-0.293304;137.162;9.23354;-27.001;1.26868e-10;0.0594012;0.941252;-0.766973;0.99116;-2.27735;36.2111;1;1;1;1
-16.0136;29.9869;243.47;5.74738;-20.1253;-2.48277e-10;-1.32369;1.56534;1.36868;-1.93967;-4.59014;9.2342;1;1;1;1
-24.3166;39.8557;-82.7862;7.46258;31.122;-1.11292e-09;-9.14141;1.45195;5.66019;-8.69467;13.4619;26.2347;1;1;1;1
